Département (Champ géographique),Code Commune (Champ géographique),Nom Commune (Champ géographique),Section (Références cadastrales),Bâtiment (Identification du local),N° voirie (Adresse du local),Indice de répétition (Adresse du local),Nature voie (Adresse du local),Nom voie (Adresse du local),N° MAJIC (Propriétaire(s) du local),N° SIREN (Propriétaire(s) du local),Forme juridique (Propriétaire(s) du local),Forme juridique abrégée (Propriétaire(s) du local),Dénomination (Propriétaire(s) du local),Adresse
59,350,LILLE,BR,A,40.0,,RUE,DE RIVOLI,PBCS3W,215903501,7210,COM,COMMUNE DE LILLE,40 RUE DE RIVOLI
59,350,LILLE,BR,B,1.0,,RUE,CABANIS,PBCS3W,215903501,7210,COM,COMMUNE DE LILLE,1 RUE CABANIS
59,350,LILLE,BR,B,152.0,,RUE,DE RIVOLI,PBBZZD,,9900,,SGAP,152 RUE DE RIVOLI
59,350,LILLE,BR,A,15.0,,RUE,GUTENBERG,PBBZZD,,9900,,SGAP,15 RUE GUTENBERG
59,350,LILLE,BR,A,1.0,,RUE,EDOUARD VAILLANT,PBH5CM,398549014,6540,SCI,FREMEAUX COLOMBINI,1 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,60.0,,RUE,GUTENBERG,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,60 RUE GUTENBERG
59,350,LILLE,BS,A,46.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,46 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,44.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,44 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,40.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,40 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,32.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,32 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,28.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,28 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,26.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,26 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,24.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,24 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,18.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,18 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,6.0,,RUE,EDOUARD VAILLANT,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,6 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,4.0,,RUE,EDOUARD VAILLANT,PBJ5HB,339804858,5308,SCOM,FONCIERE DHABITAT ET HUMANISME,4 RUE EDOUARD VAILLANT
59,350,LILLE,BS,A,11.0,,CITE,CASSEVILLE 23 CABANIS,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,11 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,49.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,49 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,50.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,50 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,24.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,24 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,22.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,22 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,20.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,20 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,18.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,18 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,16.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,16 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,14.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,14 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,12.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,12 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,10.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,10 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,8.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,8 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,6.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,6 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,4.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,4 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,2.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,2 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,48.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,48 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,46.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,46 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,44.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,44 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,42.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,42 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,40.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,40 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,38.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,38 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,36.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,36 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,B,34.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,34 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,32.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,32 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,30.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,30 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,28.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,28 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,26.0,,CITE,CASSEVILLE 23 CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,26 CITE CASSEVILLE 23 CABANIS
59,350,LILLE,BS,A,23.0,,RUE,CABANIS,PBHTJT,454501289,5599,SA,SOCIETE REGIONALE CITES JARDIN,23 RUE CABANIS
59,350,LILLE,BS,A,72.0,,RUE,GUTENBERG,PBJ3MB,828531764,6599,SC,CENTRE GUTENBERG,72 RUE GUTENBERG
59,350,LILLE,BS,A,58.0,,RUE,DES MONTAGNARDS,PBJ6H6,827726084,5710,SAS,LA MANUFACTURE,58 RUE DES MONTAGNARDS
59,350,LILLE,BS,B,52.0,,RUE,DES MONTAGNARDS,PBJ6H6,827726084,5710,SAS,LA MANUFACTURE,52 RUE DES MONTAGNARDS
59,350,LILLE,BS,A,52.0,,RUE,DES MONTAGNARDS,PBJQJ8,815206255,6540,SCI,SCI GPS MONTAGNARDS,52 RUE DES MONTAGNARDS
59,350,LILLE,BS,A,54.0,,RUE,DES MONTAGNARDS,PBJQJ8,815206255,6540,SCI,SCI GPS MONTAGNARDS,54 RUE DES MONTAGNARDS
59,350,LILLE,BS,A,56.0,,RUE,DES MONTAGNARDS,PBJQJ8,815206255,6540,SCI,SCI GPS MONTAGNARDS,56 RUE DES MONTAGNARDS
59,350,LILLE,BS,A,48.0,,RUE,DES MONTAGNARDS,PBGQ74,404874273,5558,SCOP,SCOP INSTEP,48 RUE DES MONTAGNARDS
59,350,LILLE,BS,A,50.0,,RUE,DES MONTAGNARDS,PBJFSS,801449570,6599,SC,CLORINVEST,50 RUE DES MONTAGNARDS
59,350,LILLE,BS,A,43.0,,RUE,CABANIS,PBJFSS,801449570,6599,SC,CLORINVEST,43 RUE CABANIS
59,350,LILLE,BS,B,45.0,,RUE,CABANIS,PBHGXJ,215903501,7210,COM,COMMUNE DE LILLE,45 RUE CABANIS
59,350,LILLE,BS,LC,66.0,,RUE,GUTENBERG,PBBB8N,045550258,5599,SA,SIA HABITAT,66 RUE GUTENBERG
59,350,LILLE,BS,PK,66.0,,RUE,GUTENBERG,PBBB8N,045550258,5599,SA,SIA HABITAT,66 RUE GUTENBERG
59,350,LILLE,BS,PK,267.0,,RUE,DES MONTAGNARDS,PBF5SS,685820698,5547,SA,ESCAUT HABITAT,267 RUE DES MONTAGNARDS
59,350,LILLE,BS,PK,267.0,,RUE,DES MONTAGNARDS,PBJNRP,803636760,6540,SCI,FONDS DE LOGEMENT INTERMEDIAIRE  FLI,267 RUE DES MONTAGNARDS
59,350,LILLE,BS,PK,267.0,,RUE,DES MONTAGNARDS,P995XC,470801168,5515,SEM,CDC HABITAT,267 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,37.0,,RUE,DE PHILADELPHIE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,37 RUE DE PHILADELPHIE
59,350,LILLE,BT,A,53.0,,RUE,PAUL BERT,PBH6JK,319870929,9220,ASS,SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD,53 RUE PAUL BERT
59,350,LILLE,BT,A,49.0,,RUE,PAUL BERT,PBKBSS,844057885,6540,SCI,LES PETRELLI,49 RUE PAUL BERT
59,350,LILLE,BT,B,49.0,,RUE,PAUL BERT,PBKBSS,844057885,6540,SCI,LES PETRELLI,49 RUE PAUL BERT
59,350,LILLE,BT,A,13.0,,RUE,PAUL BERT,PBH8Q8,404745606,5660,SA,SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE,13 RUE PAUL BERT
59,350,LILLE,BT,A,7.0,,RUE,PAUL BERT,PBBJNB,390757946,6540,SCI,LMCO,7 RUE PAUL BERT
59,350,LILLE,BT,A,72.0,,RUE,DE LANNOY,PBH3F4,531929719,6540,SCI,MALEX-BELLE,72 RUE DE LANNOY
59,350,LILLE,BT,A,74.0,,RUE,DE LANNOY,PBHNQ3,525277109,6540,SCI,SCI LAURIVIER,74 RUE DE LANNOY
59,350,LILLE,BT,A,4.0,,RUE,LOUIS CHRISTIAENS,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,4 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,6.0,,RUE,LOUIS CHRISTIAENS,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,6 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,26.0,,RUE,LOUIS CHRISTIAENS,PBCJZL,449229111,6540,SCI,GL 2003,26 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,30.0,,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,30 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,PK,30.0,,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,30 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,50.0,,RUE,LOUIS CHRISTIAENS,PBCFJF,435209259,6540,SCI,CHRISTIAENS,50 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,56.0,,RUE,LOUIS CHRISTIAENS,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,56 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,41.0,,RUE,DE PHILADELPHIE,PBBL42,378072144,4140,EPIC,OFFICE PUBLIC DE LHABITAT DU NORD,41 RUE DE PHILADELPHIE
59,350,LILLE,BT,LC,41.0,,RUE,DE PHILADELPHIE,PBBL42,378072144,4140,EPIC,OFFICE PUBLIC DE LHABITAT DU NORD,41 RUE DE PHILADELPHIE
59,350,LILLE,BT,PK,41.0,,RUE,DE PHILADELPHIE,PBBL42,378072144,4140,EPIC,OFFICE PUBLIC DE LHABITAT DU NORD,41 RUE DE PHILADELPHIE
59,350,LILLE,BT,B,94.0,,RUE,DE LANNOY,PBB8X9,390020154,6540,SCI,FIVES IMMOBILIER,94 RUE DE LANNOY
59,350,LILLE,BT,A,9920.0,,RUE,DECARNIN,P9MBBC,444608442,5699,SA,ENEDIS,9920 RUE DECARNIN
59,350,LILLE,BT,A,9920.0,,RUE,DECARNIN,P998MW,444608442,5699,SA,ENEDIS,9920 RUE DECARNIN
59,350,LILLE,BT,A,34.0,,RUE,ADOLPHE CASSE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,34 RUE ADOLPHE CASSE
59,350,LILLE,BT,A,36.0,,RUE,ADOLPHE CASSE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,36 RUE ADOLPHE CASSE
59,350,LILLE,BT,A,38.0,,RUE,ADOLPHE CASSE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,38 RUE ADOLPHE CASSE
59,350,LILLE,BT,A,36.0,,RUE,CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,36 RUE CABANIS
59,350,LILLE,BT,A,38.0,,RUE,CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,38 RUE CABANIS
59,350,LILLE,BT,A,38.0,B,RUE,CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,38 RUE CABANIS
59,350,LILLE,BT,B,38.0,B,RUE,CABANIS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,38 RUE CABANIS
59,350,LILLE,BT,A,26.0,,RUE,ADOLPHE CASSE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,26 RUE ADOLPHE CASSE
59,350,LILLE,BT,B,28.0,,RUE,ADOLPHE CASSE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,28 RUE ADOLPHE CASSE
59,350,LILLE,BT,A,111.0,,RUE,DE LANNOY,PBJVT3,823862743,6540,SCI,111 RUE DE LANNOY,111 RUE DE LANNOY
59,350,LILLE,BT,A,113.0,,RUE,DE LANNOY,PBFNGW,490022340,6599,SC,IMMOBILIERE DU 113 RUE DE LANNOY,113 RUE DE LANNOY
59,350,LILLE,BT,A,9786.0,,RUE,DES MONTAGNARDS,P9MBBC,444608442,5699,SA,ENEDIS,9786 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,9786.0,,RUE,DES MONTAGNARDS,P998MW,444608442,5699,SA,ENEDIS,9786 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,125.0,,RUE,DE LANNOY,PBHJJ6,518279740,6540,SCI,SAGAS 125,125 RUE DE LANNOY
59,350,LILLE,BT,A,2.0,,RUE,DES MONTAGNARDS,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,2 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,4.0,,RUE,DES MONTAGNARDS,PBKGXM,851544569,6540,SCI,SCI DES CASTORS,4 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,10.0,,RUE,DES MONTAGNARDS,PBHXD2,539336008,6540,SCI,N18,10 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,44.0,,RUE,DES MONTAGNARDS,PBJR68,820204550,6540,SCI,SCI GENEPI,44 RUE DES MONTAGNARDS
59,350,LILLE,BT,A,137.0,,RUE,DE LANNOY,PBCW5B,775620420,9230,ASS,LES PAPILLONS BLANCS DE LILLE,137 RUE DE LANNOY
59,350,LILLE,BT,A,141.0,,RUE,DE LANNOY,PBHCNK,450850094,6540,SCI,DU RESEAU,141 RUE DE LANNOY
59,350,LILLE,BT,A,145.0,,RUE,DE LANNOY,PBCW5B,775620420,9230,ASS,LES PAPILLONS BLANCS DE LILLE,145 RUE DE LANNOY
59,350,LILLE,BT,A,5.0,,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,5 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,B,7.0,,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,7 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,C,9.0,,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,9 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,D,11.0,A,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,11 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,E,13.0,,RUE,LOUIS CHRISTIAENS,PBBB8N,045550258,5599,SA,SIA HABITAT,13 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,F,90.0,,RUE,DE LANNOY,PBBB8N,045550258,5599,SA,SIA HABITAT,90 RUE DE LANNOY
59,350,LILLE,BT,G,88.0,B,RUE,DE LANNOY,PBBB8N,045550258,5599,SA,SIA HABITAT,88 RUE DE LANNOY
59,350,LILLE,BT,G,88.0,A,RUE,DE LANNOY,PBBB8N,045550258,5599,SA,SIA HABITAT,88 RUE DE LANNOY
59,350,LILLE,BT,A,3.0,,RUE,NECKER,PBB2RS,341641728,6540,SCI,SCI NECKER,3 RUE NECKER
59,350,LILLE,BT,B,3.0,,RUE,NECKER,PBB2RT,343889572,6540,SCI,PAPILLOTE,3 RUE NECKER
59,350,LILLE,BT,C,3.0,,RUE,NECKER,PBB2RT,343889572,6540,SCI,PAPILLOTE,3 RUE NECKER
59,350,LILLE,BT,A,52.0,,RUE,LOUIS CHRISTIAENS,PBCFJF,435209259,6540,SCI,CHRISTIAENS,52 RUE LOUIS CHRISTIAENS
59,350,LILLE,BT,A,94.0,,RUE,DE LANNOY,PBB8X9,390020154,6540,SCI,FIVES IMMOBILIER,94 RUE DE LANNOY
59,350,LILLE,BT,A,14.0,,RUE,DES MONTAGNARDS,PBB9W7,419426424,6540,SCI,DES MONTAGNARDS,14 RUE DES MONTAGNARDS
59,350,LILLE,BV,A,36.0,,RUE,NECKER,PBHW4B,420213423,5499,SARL,DIVAN PRODUCTION,36 RUE NECKER
59,350,LILLE,BV,A,161.0,,RUE,DE LANNOY,PBKJS5,851438242,6540,SCI,PETF IMMO,161 RUE DE LANNOY
59,350,LILLE,BV,A,167.0,,RUE,DE LANNOY,PBHNQ3,525277109,6540,SCI,SCI LAURIVIER,167 RUE DE LANNOY
59,350,LILLE,BV,A,9.0,,RUE,DELVAU,PBJ4T5,828220475,6540,SCI,RJF,9 RUE DELVAU
59,350,LILLE,BV,A,14.0,,RUE,DELVAU,PBKHXF,852818954,6540,SCI,SCI OHL-IN,14 RUE DELVAU
59,350,LILLE,BV,A,164.0,,RUE,DE LANNOY,PBJ4VN,832040893,6540,SCI,CALIGO,164 RUE DE LANNOY
59,350,LILLE,BV,A,53.0,,CITE,BACQUET 170 RUE LANNOY,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,53 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,42.0,,CITE,BACQUET 170 RUE LANNOY,PBH6JK,319870929,9220,ASS,SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD,42 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,41.0,,CITE,BACQUET 170 RUE LANNOY,PBBL42,378072144,4140,EPIC,OFFICE PUBLIC DE LHABITAT DU NORD,41 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,40.0,,CITE,BACQUET 170 RUE LANNOY,PBD7TS,404745606,5660,SA,SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE,40 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,39.0,,CITE,BACQUET 170 RUE LANNOY,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,39 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,37.0,,CITE,BACQUET 170 RUE LANNOY,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,37 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,34.0,,CITE,BACQUET 170 RUE LANNOY,PBJJ58,245900410,7344,,METROPOLE EUROPEENNE DE LILLE,34 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,113.0,,RUE,DE PHILADELPHIE,PBBB8N,045550258,5599,SA,SIA HABITAT,113 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,113.0,B,RUE,DE PHILADELPHIE,PBBB8N,045550258,5599,SA,SIA HABITAT,113 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,113.0,T,RUE,DE PHILADELPHIE,PBBB8N,045550258,5599,SA,SIA HABITAT,113 RUE DE PHILADELPHIE
59,350,LILLE,BV,LC,113.0,,RUE,DE PHILADELPHIE,PBBB8N,045550258,5599,SA,SIA HABITAT,113 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,103.0,,RUE,DE PHILADELPHIE,PBJ8ZD,839038692,6540,SCI,BDE INVEST,103 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,27.0,,RUE,GOSSELIN,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,27 RUE GOSSELIN
59,350,LILLE,BV,A,33.0,,RUE,GOSSELIN,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,33 RUE GOSSELIN
59,350,LILLE,BV,A,83.0,,RUE,DE PHILADELPHIE,PBJ27S,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,83 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,81.0,,RUE,DE PHILADELPHIE,PBD7TS,404745606,5660,SA,SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE,81 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,106.0,,RUE,DE LANNOY,PBB7WB,397730128,6540,SCI,SCI TELBIS,106 RUE DE LANNOY
59,350,LILLE,BV,B,4.0,,RUE,GOSSELIN,PBB7WB,397730128,6540,SCI,SCI TELBIS,4 RUE GOSSELIN
59,350,LILLE,BV,A,3.0,A,RUE,RASPAIL,PBCDSC,433696119,6540,SCI,51 RUE RASPAIL,3 RUE RASPAIL
59,350,LILLE,BV,A,23.0,,CITE,BACQUET 170 RUE LANNOY,PBCDSC,433696119,6540,SCI,51 RUE RASPAIL,23 CITE BACQUET 170 RUE LANNOY
59,350,LILLE,BV,A,128.0,,RUE,DE LANNOY,PBJ9SV,841006950,6540,SCI,PHILADELPHIA,128 RUE DE LANNOY
59,350,LILLE,BV,LC,128.0,,RUE,DE LANNOY,PBH9BG,U15986934,9110,SYCO,SIGLA,128 RUE DE LANNOY
59,350,LILLE,BV,PK,128.0,,RUE,DE LANNOY,PBJ9SV,841006950,6540,SCI,PHILADELPHIA,128 RUE DE LANNOY
59,350,LILLE,BV,A,149.0,,RUE,DE PHILADELPHIE,PBKH3P,523033595,5599,SA,LA FABRIQUE DES QUARTIERS METROPOLE EUROPENNE DE LILLE SPLA,149 RUE DE PHILADELPHIE
59,350,LILLE,BV,A,34.0,,RUE,DELVAU,PBCN2Z,489436774,6540,SCI,CARRINVEST,34 RUE DELVAU
59,350,LILLE,BV,A,28.0,,RUE,DELVAU,PBB2RT,343889572,6540,SCI,PAPILLOTE,28 RUE DELVAU
59,350,LILLE,BV,A,7.0,,RUE,DECARNIN,PBFGMQ,783713498,9230,ASS,ASSOCIATION DIOCESAINE LILLE,7 RUE DECARNIN
59,350,LILLE,BV,A,14.0,,RUE,GOSSELIN,PBB6MN,305241788,5499,SARL,JOPY,14 RUE GOSSELIN
